Id,Beds,Baths,ListingType,Area,Population,Schools,Colleges,Universities,Amenties,Airbnbs,CityName,Price,AveragePrice,AboveBelowAvg
M73000004-22387722,4,3,Single Family,1434,7967,5,0,0,22,9,Hanover,849900,708019,A
M73000004-22623524,4,3,Single Family,1437,7967,5,0,0,12,9,Hanover,879900,708019,A
M73000004-23475195,4,3,Single Family,2000,11485,2,0,0,16,16,Meaford,899000,894860,A
M73000004-23675372,4,4,Single Family,3840,32721,0,0,0,0,0,LaSalle,2300000,752855,A
M73000004-23768773,2,2,Single Family,1149,94415,4,0,0,6,2,Niagara Falls,6295,593623,B
M73000004-23768774,1,1,Rental,540,94415,4,0,0,6,2,Niagara Falls,4495,593623,B
M73000004-23768775,0,1,Rental,451,94415,4,0,0,6,2,Niagara Falls,3295,593623,B
M73000004-23876065,2,2,Rental,815,43326,4,0,0,13,56,Innisfil,3000,869740,B
M73000004-23945956,0,0,Single Family,8100,1566,0,0,0,0,0,Strong,799000,799000,
M73000004-23948643,3,3,Single Family,1431,21612,4,0,0,10,23,Owen Sound,699900,562010,A
M73000004-23948644,3,3,Single Family,1431,21612,4,0,0,10,23,Owen Sound,699900,562010,A
M73000004-23948645,4,4,Single Family,1685,21612,4,0,0,11,23,Owen Sound,749900,562010,A
M73000004-23948646,4,4,Single Family,1685,21612,4,0,0,11,22,Owen Sound,749900,562010,A
M73000004-23976016,4,3,Single Family,1552,21612,0,0,0,0,0,Owen Sound,999900,562010,A
M73000004-23976017,4,3,Single Family,1594,21612,0,0,0,0,0,Owen Sound,999900,562010,A
M73000004-23993386,2,2,Condo,1310,15908,0,0,0,6,1,Saugeen Shores,640000,784200,B
M73000004-23995473,4,3,Single Family,1135,9390,0,0,0,6,72,The Blue Mountains,8000,1066799,B
M73000004-24074743,6,5,Single Family,8811,136803,4,0,0,32,9,St. Catharines,5495000,648367,A
M73000004-24079888,3,2,Single Family,1442,21147,0,0,0,0,0,Huntsville,999000,850383,A
M73000004-24157644,4,3,Single Family,1477,21612,6,1,0,26,26,Owen Sound,929900,562010,A
M73000004-24184498,3,2,Single Family,1400,924,1,0,0,0,0,Ear Falls,175000,212250,B
M73000004-24346163,3,3,Single Family,7800,11059,8,0,0,50,19,Hamilton,5090476,543702,A
M73000004-24365655,14,7,Multi-Family,2078,422324,5,0,0,122,23,London,1855855,691690,A
M73000004-24404770,4,1,Single Family,1050,12966,0,0,0,0,0,Tiny,3399000,1087870,A
M73000004-24476686,4,3,Single Family,1521,52662,0,0,0,0,0,North Bay,727500,733603,B
M73000004-24479475,2,1,Single Family,1297,52662,18,0,0,23,30,North Bay,669900,733603,B
M73000004-24480029,2,2,Single Family,1517,52662,0,0,0,0,0,North Bay,684900,733603,B
M73000004-24576412,3,3,Single Family,1654,422324,24,1,0,55,34,London,889900,691690,A
M73000004-24685064,4,3,Single Family,1998,3422,0,0,0,0,0,Blind River,499900,438683,A
M73000004-24700782,2,1,Single Family,468,24862,1,0,0,0,12,Wasaga Beach,139900,619205,B
M73000004-24730363,5,3,Single Family,2076,14967,0,0,0,16,15,Kenora,429900,500069,B
M73000004-24736172,2,3,Single Family,1530,422324,32,1,0,69,38,London,899900,691690,A
M73000004-24748451,4,3,Single Family,1600,22119,4,0,0,28,26,Kingsville,799900,801783,B
M73000004-24802026,1,0,Rental,288,11059,2,0,0,24,7,Hamilton,3150,543702,B
M73000004-24811122,3,2,Single Family,1736,256885,11,0,0,53,48,Kitchener,925000,437374,A
M73000004-24811388,7,5,Single Family,3746,17305,0,0,0,0,0,Bracebridge,3495000,1197393,A
M73000004-24817715,1,0,Rental,222,11059,2,0,0,24,7,Hamilton,2875,543702,B
M73000004-24839677,1,1,Single Family,1187,1101,0,0,0,0,0,South River,895500,713400,A
M73000004-24868538,3,3,Single Family,1885,1753,0,0,0,0,0,Magnetawan,1295000,824233,A
M73000004-24899086,3,2,Single Family,1461,20033,3,0,0,7,15,Port Colborne,789000,658762,A
M73000004-24902884,1,1,Condo,764,147829,6,0,0,14,12,Barrie,448900,584311,B
M73000004-24961997,5,3,Single Family,1467,15908,0,0,0,6,1,Saugeen Shores,974900,784200,A
M73000004-24973297,2,3,Condo,1923,213759,0,0,0,58,2,Oakville,2899000,953919,A
M73000004-24975242,0,0,Single Family,6000,19088,0,0,0,0,0,Niagara-on-the-Lake,3800000,1651537,A
M73000004-24976861,3,2,Single Family,1034,4065,4,1,0,15,13,Bancroft,689000,629909,A
M73000004-24979783,3,2,Single Family,1230,21612,1,0,0,5,13,Owen Sound,429000,562010,B
M73000004-24981854,3,3,Single Family,1453,15908,0,0,0,6,1,Saugeen Shores,954900,784200,A
M73000004-24989808,4,3,Single Family,1314,15908,0,0,0,6,1,Saugeen Shores,949900,784200,A
M73000004-25007405,4,3,Single Family,1304,15908,0,0,0,6,1,Saugeen Shores,889900,784200,A
M73000004-25022448,5,4,Single Family,2500,10424,0,0,0,0,0,Grey Highlands,1065000,1131036,B
M73000004-25055405,3,2,Single Family,1930,213759,0,0,0,0,0,Oakville,1698000,953919,A
M73000004-25057991,3,2,Single Family,1249,55750,8,0,0,21,26,Welland,477000,479693,B
M73000004-25060693,2,2,Condo,1311,21612,0,0,0,25,18,Owen Sound,674900,562010,A
M73000004-25069813,3,3,Condo,1325,132485,15,1,1,16,36,Kingston,934000,713186,A
M73000004-25069868,2,3,Condo,1635,132485,15,1,1,16,36,Kingston,1140000,713186,A
M73000004-25070035,3,2,Condo,1275,132485,15,1,1,16,36,Kingston,906300,713186,A
M73000004-25070067,3,2,Condo,1275,132485,15,1,1,16,36,Kingston,902300,713186,A
M73000004-25071866,3,0,Single Family,695,895,2,0,0,0,1,Red Rock,430000,373267,A
M73000004-25074403,3,2,Condo,1275,132485,15,1,1,16,36,Kingston,918800,713186,A
M73000004-25074404,3,3,Condo,1325,132485,15,1,1,16,36,Kingston,938000,713186,A
M73000004-25075436,3,2,Condo,1275,132485,15,1,1,16,36,Kingston,930800,713186,A
M73000004-25084387,2,2,Single Family,1200,7466,1,1,0,5,8,Fort Frances,470000,243645,A
M73000004-25084660,4,1,Single Family,1400,7386,0,0,0,3,0,St. Marys,1299000,719124,A
M73000004-25088543,5,0,Single Family,1663,186948,0,0,0,6,16,Burlington,1149000,1085058,A
M73000004-25093064,4,2,Single Family,1440,7388,4,1,0,9,4,Dryden,399000,376967,A
M73000004-25094176,3,3,Single Family,2204,752,0,0,0,0,0,RAINY RIVER,329900,273331,A
M73000004-25105464,0,0,Single Family,2704,213759,10,1,0,32,32,Oakville,4495000,953919,A
M73000004-25111541,4,3,Single Family,1510,72047,10,1,0,36,15,Sarnia,747855,654706,A
M73000004-25117042,4,4,Single Family,3000,6879,0,0,0,0,0,Parry Sound,1399000,634281,A
M73000004-25120121,3,3,Single Family,1552,104688,5,0,0,9,14,Brantford,679999,615780,A
M73000004-25121880,6,2,Single Family,2312,94415,1,0,0,67,30,Niagara Falls,925000,593623,A
M73000004-25123379,5,5,Single Family,2552,422324,0,0,0,0,0,London,1098000,691690,A
M73000004-25124126,7,14,Single Family,17455,717961,62,1,0,215,119,Mississauga,29900000,695793,A
M73000004-25124206,3,3,Condo,1250,72047,10,1,0,38,15,Sarnia,624000,654706,B
M73000004-25129136,5,4,Multi-Family,4040,20033,5,0,0,14,20,Port Colborne,1149900,658762,A
M73000004-25129212,5,5,Single Family,3538,4851,0,0,0,1,2,Southwold,1730000,1084975,A
M73000004-25129213,5,5,Single Family,3538,4851,0,0,0,1,2,Southwold,1860000,1084975,A
M73000004-25131250,3,3,Single Family,1654,422324,32,1,0,66,38,London,904900,691690,A
M73000004-25144972,6,3,Single Family,2100,7652,0,0,0,0,0,Muskoka Lakes,10493,875794,B
M73000004-25166947,0,0,Multi-Family,10000,24862,1,0,0,1,23,Wasaga Beach,4288000,619205,A
M73000004-25167260,4,3,Single Family,2700,40410,0,0,0,0,0,Lakeshore,2199900,1482944,A
M73000004-25174802,8,12,Single Family,14101,717961,0,0,0,0,0,Mississauga,24500000,695793,A
M73000004-25176353,4,3,Single Family,1920,1769,0,0,0,0,0,Nipissing,997000,997000,
M73000004-25178885,8,5,Single Family,2245,656480,17,0,0,53,38,Brampton,1249000,597778,A
M73000004-25183300,2,1,Single Family,1600,557,1,0,0,3,2,White River,125000,177450,B
M73000004-25184961,4,2,Single Family,1650,12268,5,1,0,18,27,Kincardine,1849900,813475,A
M73000004-25190892,3,1,Single Family,1236,862,1,0,0,4,9,Temagami,1300000,1003283,A
M73000004-25202692,3,3,Condo,1540,11059,6,0,0,25,16,Hamilton,779900,543702,A
M73000004-25221231,4,3,Single Family,3400,7967,1,0,0,10,7,Hanover,1300000,708019,A
M73000004-25222352,6,5,Single Family,5000,14814,0,0,0,0,0,Clearview,9000,1266439,B
M73000004-25239928,5,2,Single Family,2500,9634,0,0,0,9,10,Temiskaming Shores,525000,440379,A
M73000004-25244790,2,2,Single Family,1560,11485,0,0,0,0,0,Meaford,975000,894860,A
M73000004-25244791,2,2,Single Family,1560,11485,0,0,0,0,0,Meaford,975000,894860,A
M73000004-25245644,3,3,Single Family,1400,19088,0,0,0,69,52,Niagara-on-the-Lake,789000,1651537,B
M73000004-25249942,4,2,Rental,2000,9390,0,0,0,19,69,The Blue Mountains,3000,1066799,B
M73000004-25253733,2,1,Single Family,1150,6887,0,0,0,0,0,Wainfleet,499000,1175583,B
M73000004-25254998,3,3,Condo,2155,11485,0,0,0,0,0,Meaford,1297000,894860,A
M73000004-25255457,3,2,Condo,1830,11485,2,0,0,11,29,Meaford,1297000,894860,A
M73000004-25256804,2,2,Single Family,1607,47845,0,0,0,0,0,Cornwall,799900,457499,A
M73000004-25259643,4,3,Single Family,2710,21147,0,0,0,0,0,Huntsville,4386364,850383,A
M73000004-25263918,4,3,Single Family,1523,12268,6,1,0,23,28,Kincardine,999900,813475,A
M73000004-25264045,2,2,Single Family,1370,6887,0,0,0,0,0,Wainfleet,999900,1175583,B
M73000004-25265483,4,5,Single Family,2476,13693,5,1,0,18,15,Ingersoll,949000,648495,A
M73000004-25266702,3,4,Single Family,1790,12268,6,1,0,24,28,Kincardine,989900,813475,A
M73000004-25266703,4,3,Single Family,1538,12268,6,1,0,24,28,Kincardine,949900,813475,A
M73000004-25266976,4,3,Single Family,1535,12268,6,1,0,24,28,Kincardine,999900,813475,A
M73000004-25274244,4,2,Single Family,3132,46705,0,0,0,1,7,Woodstock,879900,659229,A
M73000004-25276363,11,9,Multi-Family,2636,33232,0,0,0,11,10,Stratford,3250000,766153,A
M73000004-25278207,6,8,Single Family,6000,19088,0,0,0,0,0,Niagara-on-the-Lake,3990000,1651537,A
M73000004-25278818,3,3,Single Family,1312,24811,3,0,0,39,4,Collingwood,1315000,616427,A
M73000004-25281866,3,2,Single Family,965,422324,6,0,0,77,26,London,899900,691690,A
M73000004-25285743,4,2,Single Family,1300,12966,0,0,0,0,0,Tiny,799000,1087870,B
M73000004-25286896,5,5,Single Family,3525,32721,1,0,0,0,1,LaSalle,1699900,752855,A
M73000004-25291092,4,3,Single Family,3158,132979,0,0,0,0,0,Milton,2750000,865171,A
M73000004-25297298,1,1,Condo,891,147829,6,0,0,14,12,Barrie,501036,584311,B
M73000004-25301802,3,2,Single Family,2500,7652,0,0,0,0,0,Muskoka Lakes,650000,875794,B
M73000004-25303277,3,2,Single Family,1200,104688,12,1,0,33,21,Brantford,756900,615780,A
M73000004-25305698,3,0,Single Family,2765,186948,7,0,0,39,16,Burlington,5084055,1085058,A
M73000004-25306715,4,2,Single Family,2503,138479,0,0,0,0,0,Cambridge,5995000,601135,A
M73000004-25310176,11,9,Single Family,2636,33232,0,0,0,11,10,Stratford,3250000,766153,A
M73000004-25313940,5,10,Single Family,12800,19088,0,0,0,64,58,Niagara-on-the-Lake,10750000,1651537,A
M73000004-25318086,5,4,Single Family,1900,422324,0,0,0,0,0,London,906000,691690,A
M73000004-25319025,5,2,Single Family,1121,147829,8,0,0,5,15,Barrie,999000,584311,A
M73000004-25324877,1,1,Single Family,882,43326,0,0,0,0,0,Innisfil,1249000,869740,A
M73000004-25325293,4,4,Single Family,3245,46705,6,1,0,2,15,Woodstock,1404990,659229,A
M73000004-25325294,4,4,Single Family,2820,46705,6,1,0,2,15,Woodstock,1349990,659229,A
M73000004-25325295,4,4,Single Family,3060,46705,6,1,0,2,15,Woodstock,1364990,659229,A
M73000004-25325298,4,4,Single Family,2820,46705,6,1,0,2,15,Woodstock,1359990,659229,A
M73000004-25325299,4,4,Single Family,2910,46705,6,1,0,2,15,Woodstock,1379990,659229,A
M73000004-25325437,2,2,Single Family,1438,7881,4,1,0,15,36,Goderich,649900,625992,A
M73000004-25327335,3,2,Single Family,1732,1753,0,0,0,0,0,Magnetawan,659000,824233,B
M73000004-25328226,4,3,Single Family,1352,12966,0,0,0,0,0,Tiny,799900,1087870,B
M73000004-25331987,4,3,Single Family,1100,12966,0,0,0,1,5,Tiny,809999,1087870,B
M73000004-25333567,6,5,Single Family,4120,422324,0,0,0,0,0,London,2190000,691690,A
M73000004-25333660,4,2,Single Family,1685,957,0,0,0,0,0,Burk's Falls,999999,730950,A
M73000004-25333661,2,2,Rental,745,42840,0,0,0,6,12,St. Thomas,2000,659641,B
M73000004-25333705,2,1,Rental,675,42840,0,0,0,6,13,St. Thomas,1900,659641,B
M73000004-25337115,3,2,Single Family,2021,104688,0,0,0,0,0,Brantford,1642705,615780,A
M73000004-25338424,1,1,Condo,763,147829,6,0,0,14,12,Barrie,418991,584311,B
M73000004-25339205,4,3,Single Family,2300,422324,6,0,0,7,29,London,1070000,691690,A
M73000004-25341695,2,1,Single Family,568,24862,0,0,0,0,0,Wasaga Beach,198900,619205,B
M73000004-25342297,4,2,Single Family,1780,752,0,0,0,0,0,RAINY RIVER,240900,273331,B
M73000004-25346213,1,2,Condo,971,147829,6,0,0,14,12,Barrie,499000,584311,B
M73000004-25348633,2,2,Condo,1073,11059,4,0,0,129,30,Hamilton,374900,543702,B
M73000004-25350676,3,1,Rental,1220,104688,1,1,0,28,16,Brantford,2950,615780,B
M73000004-25350773,2,1,Rental,1000,11059,11,0,0,59,22,Hamilton,2200,543702,B
M73000004-25358590,2,2,Single Family,1139,24862,1,0,0,1,13,Wasaga Beach,379900,619205,B
M73000004-25358972,3,1,Single Family,1040,1974,4,0,0,0,7,Manitouwadge,150000,135158,A
M73000004-25365191,3,2,Single Family,1882,25719,0,0,0,0,0,Lincoln,2299900,773433,A
M73000004-25365321,5,5,Single Family,2650,43326,0,0,0,0,0,Innisfil,2375000,869740,A
M73000004-25365549,3,2,Farm,1882,25719,0,0,0,0,0,Lincoln,2299900,773433,A
M73000004-25368649,4,3,Single Family,2111,24811,0,0,0,0,0,Collingwood,1495000,616427,A
M73000004-25368658,5,3,Single Family,2820,11059,16,0,0,79,34,Hamilton,1095000,543702,A
M73000004-25379391,8,4,Multi-Family,4210,104688,10,1,0,41,27,Brantford,1100000,615780,A
M73000004-25379392,8,6,Multi-Family,5011,104688,10,1,0,42,27,Brantford,1150000,615780,A
M73000004-25381739,3,2,Rental,1112,11059,2,0,0,41,13,Hamilton,2995,543702,B
M73000004-25383017,2,2,Single Family,1660,94415,25,1,0,43,108,Niagara Falls,1579000,593623,A
M73000004-25384025,0,0,Multi-Family,3400,136803,6,0,0,23,4,St. Catharines,1189000,648367,A
M73000004-25384716,2,1,Single Family,875,6887,0,0,0,0,0,Wainfleet,1599000,1175583,A
M73000004-25386011,1,1,Condo,562,21147,0,0,0,6,15,Huntsville,279000,850383,B
M73000004-25390325,2,2,Single Family,1473,15908,0,0,0,6,1,Saugeen Shores,825900,784200,A
M73000004-25394093,5,4,Rental,3000,9390,0,0,0,26,69,The Blue Mountains,4500,1066799,B
M73000004-25394622,5,5,Single Family,4021,5280,0,0,0,0,0,Seguin,6995000,2393568,A
M73000004-25395820,4,5,Single Family,4548,19088,0,0,0,0,0,Niagara-on-the-Lake,6495000,1651537,A
M73000004-25396527,4,4,Single Family,2846,94415,23,1,0,39,108,Niagara Falls,1725000,593623,A
M73000004-25396528,3,3,Single Family,2494,94415,24,1,0,39,109,Niagara Falls,1573000,593623,A
M73000004-25396546,3,2,Single Family,1300,12966,0,0,0,0,17,Tiny,669777,1087870,B
M73000004-25400131,2,1,Single Family,456,7799,0,0,0,0,0,Central Huron,209000,738483,B
M73000004-25400931,1,1,Condo,415,17305,0,0,0,0,0,Bracebridge,335000,1197393,B
M73000004-25401107,2,2,Condo,1114,20033,4,0,0,29,18,Port Colborne,729900,658762,A
M73000004-25403426,1,1,Condo,1003,186948,2,0,0,2,7,Burlington,619900,1085058,B
M73000004-25406504,4,5,Single Family,6300,23524,0,0,0,0,0,Amherstburg,2080000,758833,A
M73000004-25407035,4,4,Single Family,2442,24862,2,0,0,2,19,Wasaga Beach,1598990,619205,A
M73000004-25407713,6,4,Single Family,3720,14576,0,0,0,0,0,Severn,3900000,934056,A
M73000004-25409263,1,1,Condo,698,12966,1,0,0,0,7,Tiny,209900,1087870,B
M73000004-25413476,2,2,Condo,879,94415,3,0,0,7,5,Niagara Falls,519900,593623,B
M73000004-25413478,2,2,Condo,879,94415,3,0,0,7,5,Niagara Falls,549900,593623,B
M73000004-25414626,3,1,Single Family,906,1206,3,0,0,3,4,Ignace,159900,174443,B
M73000004-25415367,3,2,Single Family,1880,19088,0,0,0,0,0,Niagara-on-the-Lake,1299900,1651537,B
M73000004-25423183,3,4,Condo,2018,256885,18,0,0,33,57,Kitchener,793471,437374,A
M73000004-25423379,4,4,Single Family,3800,14576,0,0,0,0,0,Severn,1751364,934056,A
M73000004-25425179,3,2,Multi-Family,1315,94415,2,0,0,6,7,Niagara Falls,849900,593623,A
M73000004-25425995,3,2,Single Family,1600,32901,0,0,0,0,0,Fort Erie,599000,669720,B
M73000004-25426082,4,1,Single Family,1867,32901,0,0,0,1,32,Fort Erie,1249000,669720,A
M73000004-25426889,2,1,Single Family,936,14576,0,0,0,0,0,Severn,299900,934056,B
M73000004-25431753,1,2,Single Family,880,43326,6,0,0,24,53,Innisfil,374900,869740,B
M73000004-25431864,2,2,Single Family,1962,32901,3,0,0,9,11,Fort Erie,774186,669720,A
M73000004-25432738,4,2,Single Family,1945,15908,0,0,0,0,0,Saugeen Shores,1595000,784200,A
M73000004-25436491,2,2,Condo,1259,94415,24,1,0,108,90,Niagara Falls,648800,593623,A
M73000004-25437213,4,2,Single Family,1330,20033,5,0,0,28,19,Port Colborne,399900,658762,B
M73000004-25440833,5,2,Single Family,2479,11100,0,0,0,0,0,Georgian Bluffs,1690000,917946,A
M73000004-25444102,5,3,Single Family,1479,13131,0,0,0,0,0,West Grey,1099900,1173032,B
M73000004-25445213,3,2,Single Family,900,94415,4,1,0,71,44,Niagara Falls,699000,593623,A
M73000004-25455634,4,3,Single Family,2465,28883,1,0,0,2,7,Grimsby,1299990,754703,A
M73000004-25458041,4,3,Single Family,2196,18615,0,0,0,0,0,Tillsonburg,999900,680068,A
M73000004-25458324,4,2,Single Family,1070,9634,0,0,0,2,12,Temiskaming Shores,249000,440379,B
M73000004-25460277,4,3,Single Family,2400,32901,3,0,0,8,9,Fort Erie,949900,669720,A
M73000004-25461756,5,3,Single Family,2030,6879,0,0,0,0,0,Parry Sound,3400000,634281,A
M73000004-25465475,5,2,Single Family,1600,5839,0,0,0,0,0,Sioux Lookout,799000,349833,A
M73000004-25468866,2,2,Condo,1289,22119,4,0,0,25,21,Kingsville,668500,801783,B
M73000004-25470870,3,2,Single Family,1600,3422,6,0,0,8,10,Blind River,269900,438683,B
M73000004-25472068,4,3,Single Family,2800,11059,5,0,1,40,27,Hamilton,1429900,543702,A
M73000004-25473330,5,3,Single Family,1830,9390,0,0,0,26,69,The Blue Mountains,16000,1066799,B
M73000004-25475409,5,2,Single Family,1817,6887,0,0,0,0,0,Wainfleet,998000,1175583,B
M73000004-25475499,7,3,Farm,4651,25719,0,0,0,0,0,Lincoln,2299900,773433,A
M73000004-25475500,7,3,Single Family,4651,25719,0,0,0,0,0,Lincoln,2299900,773433,A
M73000004-25475571,3,1,Single Family,1039,3441,0,0,0,0,0,Georgian Bay,799900,1137861,B
M73000004-25483214,2,1,Condo,1090,14967,0,0,0,1,15,Kenora,399900,500069,B
M73000004-25483235,5,2,Single Family,2240,9390,0,0,0,26,69,The Blue Mountains,30000,1066799,B
M73000004-25486123,4,4,Single Family,2175,422324,0,0,0,0,0,London,999999,691690,A
M73000004-25486130,2,1,Single Family,1040,2642,2,0,0,1,1,Atikokan,299000,144667,A
M73000004-25486840,1,2,Single Family,2585,422324,0,0,0,0,0,London,1189000,691690,A
M73000004-25486841,4,4,Single Family,2441,422324,18,0,0,48,46,London,1125000,691690,A
M73000004-25486842,4,4,Single Family,2395,422324,0,0,0,0,0,London,1100000,691690,A
M73000004-25486876,4,4,Single Family,2713,422324,0,0,0,0,0,London,1249999,691690,A
M73000004-25487298,3,1,Single Family,1044,11059,13,0,0,33,28,Hamilton,649999,543702,A
M73000004-25489311,3,2,Condo,1484,121436,3,1,1,105,28,Waterloo,589900,527104,A
M73000004-25489969,3,1,Single Family,1588,62951,0,0,0,0,0,Halton Hills,3625000,1530121,A
M73000004-25490751,3,1,Single Family,1387,6887,0,0,0,0,1,Wainfleet,1422627,1175583,A
M73000004-25490752,3,3,Single Family,2248,6887,0,0,0,0,0,Wainfleet,2299900,1175583,A
M73000004-25491925,3,3,Single Family,1551,11151,1,0,0,4,0,Norwich,898800,982694,B
M73000004-25494389,2,2,Condo,1300,24811,2,0,0,25,31,Collingwood,589000,616427,B
M73000004-25497796,2,2,Condo,1398,21612,0,0,0,25,18,Owen Sound,720789,562010,A
M73000004-25501604,2,2,Condo,1091,21147,2,0,0,25,15,Huntsville,499000,850383,B
M73000004-25501768,4,3,Single Family,3800,5280,0,0,0,0,0,Seguin,4895000,2393568,A
M73000004-25503230,4,3,Single Family,2465,21147,0,0,0,0,0,Huntsville,1574500,850383,A
M73000004-25504220,3,2,Condo,1373,1017449,2,0,1,129,43,Ottawa,789900,496610,A
M73000004-25504638,4,4,Single Family,2595,656480,0,0,0,0,0,Brampton,7900000,597778,A
M73000004-25510206,3,2,Single Family,1189,7386,0,0,0,3,0,St. Marys,689900,719124,B
M73000004-25510267,6,8,Single Family,7084,213759,7,0,0,87,17,Oakville,22999000,953919,A
M73000004-25512214,5,5,Single Family,4839,11059,5,1,0,47,13,Hamilton,2100000,543702,A
M73000004-25514977,2,2,Condo,3305,422324,24,0,1,123,81,London,1565000,691690,A
M73000004-25515032,2,3,Condo,1510,18615,3,0,0,0,9,Tillsonburg,490773,680068,B
M73000004-25515112,4,2,Single Family,1437,5280,0,0,0,0,0,Seguin,2499000,2393568,A
M73000004-25518329,4,3,Condo,2111,42840,0,0,0,0,0,St. Thomas,684318,659641,A
M73000004-25518330,4,4,Condo,1884,42840,0,0,0,0,0,St. Thomas,660455,659641,A
M73000004-25518331,4,4,Condo,1837,42840,0,0,0,0,0,St. Thomas,599000,659641,B
M73000004-25519429,3,3,Single Family,2137,4065,0,0,0,0,0,Bancroft,1454000,629909,A
M73000004-25519430,4,3,Single Family,3000,4065,0,0,0,0,0,Bancroft,2115000,629909,A
M73000004-25519469,4,3,Single Family,2200,4065,0,0,0,0,0,Bancroft,1563000,629909,A
M73000004-25519748,1,1,Condo,725,121436,3,1,0,6,15,Waterloo,439900,527104,B
M73000004-25519756,4,3,Single Family,3885,11485,2,0,0,5,21,Meaford,2899000,894860,A
M73000004-25520425,3,1,Single Family,1591,13131,0,0,0,0,0,West Grey,2499000,1173032,A
M73000004-25521306,7,8,Single Family,7651,17305,0,0,0,0,0,Bracebridge,25000000,1197393,A
M73000004-25521386,2,2,Condo,1280,12268,1,1,0,16,23,Kincardine,551718,813475,B
M73000004-25521528,2,2,Condo,772,11059,4,0,0,45,31,Hamilton,650000,543702,A
M73000004-25522988,2,2,Condo,772,11059,4,0,0,45,31,Hamilton,599000,543702,A
M73000004-25526537,5,5,Single Family,2940,9390,0,0,0,18,69,The Blue Mountains,2399000,1066799,A
M73000004-25526797,5,2,Single Family,3911,21612,2,0,0,28,24,Owen Sound,675000,562010,A
M73000004-25526990,3,2,Condo,1476,229660,2,1,0,22,20,Windsor,355909,428016,B
M73000004-25527657,2,2,Single Family,1106,46705,6,1,0,21,12,Woodstock,579900,659229,B
M73000004-25527792,4,4,Single Family,2800,422324,3,0,0,8,20,London,1499900,691690,A
M73000004-25529476,5,2,Single Family,3270,10424,0,0,0,0,0,Grey Highlands,1699000,1131036,A
M73000004-25532235,7,6,Single Family,5000,3571,0,0,0,0,0,Mulmur,3999000,1127558,A
M73000004-25534616,4,3,Single Family,2300,21216,3,0,0,11,5,Essex,1135000,1049162,A
M73000004-25534621,3,3,Single Family,2022,21216,3,0,0,11,4,Essex,1035000,1049162,B
M73000004-25537475,7,6,Single Family,3800,11100,0,0,0,0,1,Georgian Bluffs,1650000,917946,A
M73000004-25538956,3,1,Single Family,1425,11059,32,1,1,74,81,Hamilton,824900,543702,A
M73000004-25539657,3,3,Single Family,1615,422324,6,0,0,7,29,London,899900,691690,A
M73000004-25543603,2,2,Condo,1400,23017,1,0,0,1,1,Oro-Medonte,679000,1562528,B
M73000004-25543720,4,3,Single Family,2328,7881,4,1,0,15,36,Goderich,959900,625992,A
M73000004-25545371,3,2,Single Family,1200,20033,0,0,0,0,0,Port Colborne,849900,658762,A
M73000004-25545919,2,2,Condo,1431,33232,7,2,0,40,52,Stratford,564900,766153,B
M73000004-25545921,1,1,Condo,783,33232,7,2,0,38,52,Stratford,414900,766153,B
M73000004-25545962,2,1,Condo,930,33232,7,2,0,35,52,Stratford,479900,766153,B
M73000004-25545963,2,1,Condo,967,33232,7,2,0,34,52,Stratford,514900,766153,B
M73000004-25548557,4,2,Single Family,1928,8057,0,0,0,0,0,Kapuskasing,849000,452813,A
M73000004-25548839,2,2,Condo,1540,5383,4,0,0,41,7,Gananoque,688088,833946,B
M73000004-25548948,4,2,Single Family,2229,9390,0,0,0,24,69,The Blue Mountains,850000,1066799,B
M73000004-25549087,5,3,Single Family,1356,7699,4,0,0,9,3,Aylmer,725000,698201,A
M73000004-25549512,0,0,Single Family,912,1753,0,0,0,0,4,Magnetawan,119900,824233,B
M73000004-25549853,3,2,Single Family,1094,229660,26,1,0,25,75,Windsor,799900,428016,A
M73000004-25551008,2,1,Single Family,650,9390,0,0,0,0,0,The Blue Mountains,1750000,1066799,A
M73000004-25551321,2,2,Farm,1600,12268,0,0,0,0,0,Kincardine,2800000,813475,A
M73000004-25551521,3,3,Single Family,1411,72047,10,1,0,35,15,Sarnia,654900,654706,A
M73000004-25552860,3,1,Single Family,1219,3422,4,0,0,5,5,Blind River,269000,438683,B
M73000004-25552895,3,2,Condo,1419,28883,2,0,0,20,16,Grimsby,1249900,754703,A
M73000004-25554178,4,2,Single Family,1750,213759,4,0,0,15,3,Oakville,2329000,953919,A
M73000004-25554191,2,2,Single Family,1213,11100,0,0,0,0,0,Georgian Bluffs,669900,917946,B
M73000004-25556737,3,2,Single Family,1675,21147,0,0,0,0,0,Huntsville,879000,850383,A
M73000004-25556759,3,2,Single Family,1600,7750,4,0,0,6,8,Kirkland Lake,159900,259339,B
M73000004-25556816,7,3,Single Family,1650,94415,2,1,0,94,64,Niagara Falls,799000,593623,A
M73000004-25557263,3,3,Single Family,2012,108843,0,0,0,0,0,Thunder Bay,679000,432568,A
M73000004-25558090,2,2,Condo,935,213759,27,1,0,42,101,Oakville,969900,953919,A
M73000004-25558132,5,3,Single Family,3250,32721,1,0,0,0,0,LaSalle,1998000,752855,A
M73000004-25558859,3,4,Rental,2150,9390,0,0,0,22,69,The Blue Mountains,3000,1066799,B
M73000004-25561767,4,3,Single Family,2570,7723,0,0,0,0,0,Huron-Kinloss,1139300,1079283,A
